"ID","Protein.Group","Genes","First.Protein.Description","mean_pI","mean_mw","mean_gravy"
3798,"P54290","Cacna2d1","Voltage-dependent calcium channel subunit alpha-2/delta-1",5.18277862232018,123823.21894,-0.37974335472044
3799,"P54311","Gnb1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1",5.6076653332638,37376.96734,-0.231176470588235
3800,"P54313","Gnb2","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2",5.6077806581788,37331.03084,-0.177058823529412
3801,"P54319","Plaa","Phospholipase A-2-activating protein",5.72619035914745,87083.94424,-0.182012578616352
3802,"P54645","Prkaa1","5'-AMP-activated protein kinase catalytic subunit alpha-1",8.33746335610616,63973.24044,-0.449373881932021
3803,"P54690","Bcat1","Branched-chain-amino-acid aminotransferase, cytosolic",5.54972417805554,46045.75194,-0.218004866180049
3804,"P54921","Napa","Alpha-soluble NSF attachment protein",5.30414589612094,33192.65804,-0.354576271186441
3805,"P55009","Aif1","Allograft inflammatory factor 1",8.04413084472989,16827.41684,-0.726530612244898
3806,"P55053","Fabp5","Fatty acid-binding protein 5",6.91431971510226,15059.37694,-0.367407407407407
3807,"P55062","Tmbim6","Bax inhibitor 1",9.02849073439423,26463.67834,0.654430379746835
3808,"P55108","Gdf10","Growth/differentiation factor 10",9.53258127694561,52960.78494,-0.38718487394958
3809,"P55159","Pon1","Serum paraoxonase/arylesterase 1",5.0559887588146,39358.00384,0.0507042253521127
3810,"P55161","Nckap1","Nck-associated protein 1",6.1593273794367,128864.98544,-0.104875886524823
3811,"P55213","Casp3","Caspase-3",5.9325426332482,31491.74464,-0.391335740072202
3812,"P55260","Anxa4","Annexin A4",5.30192119550866,35848.67154,-0.422884012539185
3813,"P55266","Adar","Double-stranded RNA-specific adenosine deaminase",8.90490062558977,129911.42864,-0.563659574468085
3814,"P55314","C8b","Complement component C8 beta chain",8.41667024191848,66666.61134,-0.515110356536503
3815,"P55770","Snu13","NHP2-like protein 1",8.72902173040402,14173.54544,-0.08984375
3816,"P55797","Apoc4","Apolipoprotein C-IV",9.5530901555249,14531.85034,-0.35241935483871
3817,"P56261","Cebpe","CCAAT/enhancer-binding protein epsilon",9.13384507515384,30589.61084,-0.713523131672598
3818,"P56522","Fdxr","NADPH:adrenodoxin oxidoreductase, mitochondrial",9.34711115075185,54362.54494,-0.241295546558704
3819,"P56558","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",6.18458116269227,115606.09064,-0.231563706563707
3820,"P56571","","ES1 protein homolog, mitochondrial",9.11181843222335,28172.54984,-0.0665413533834586
3821,"P56574","Idh2","Isocitrate dehydrogenase [NADP], mitochondrial",8.87946564757687,50967.29784,-0.407743362831858
3822,"P56603","Scamp1","Secretory carrier-associated membrane protein 1",7.73904362014238,37998.55974,-0.0730769230769231
3823,"P56932","Ppp2r2d","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform",6.09000260177826,51982.45944,-0.562693156732892
3824,"P57093","Phyh","Phytanoyl-CoA dioxygenase, peroxisomal",8.75184099402127,38588.28014,-0.459171597633136
3825,"P57113","Gstz1","Maleylacetoacetate isomerase",7.81437839196859,23960.79274,-0.106018518518519
3826,"P57756","Fcn2","Ficolin-2",6.18941449155309,34683.79974,-0.465830721003135
3827,"P58195","Plscr1","Phospholipid scramblase 1",4.81753590015957,36710.66964,-0.403283582089552
3828,"P58200","Vti1b","Vesicle transport through interaction with t-SNAREs homolog 1B",9.04810959200233,26703.47254,-0.606034482758621
3829,"P58366","Ankh","Progressive ankylosis protein homolog",8.04828782624199,54264.95144,0.485162601626016
3830,"P58405","Strn3","Striatin-3",5.14377056168158,87111.42734,-0.543198992443325
3831,"P58775","Tpm2","Tropomyosin beta chain",4.65662480096421,32836.70434,-1.11549295774648
3832,"P59924","Thoc1","THO complex subunit 1",4.64156198294118,40243.46124,-0.68134110787172
3833,"P59996","Pcsk9","Proprotein convertase subtilisin/kexin type 9",6.53550544681461,74708.92734,-0.119102749638206
3834,"P60123","Ruvbl1","RuvB-like 1",6.03181996233755,50213.97734,-0.251315789473684
3835,"P60192","Snapin","SNARE-associated protein Snapin",9.35411034331936,14903.99394,-0.353676470588235
3836,"P60517","Gabarap","Gamma-aminobutyric acid receptor-associated protein",8.74648836819776,13918.04114,-0.534188034188034
3837,"P60522","Gabarapl2","Gamma-aminobutyric acid receptor-associated protein-like 2",8.00270102144319,13666.83924,-0.316239316239316
3838,"P60531","Tsks","Testis-specific serine kinase substrate",6.1031825904852,63531.79764,-0.63025641025641
3839,"P60572","Panx3","Pannexin-3",7.7436029480662,44977.62354,0.207397959183673
3840,"P60711","Actb","Actin, cytoplasmic 1",5.2915271526249,41736.73454,-0.199733333333333
3841,"P60825","Cirbp","Cold-inducible RNA-binding protein",9.61023765087977,18607.01504,-0.997674418604651
3842,"P60841","Ensa","Alpha-endosulfine",6.82939405277478,13334.96674,-1.21404958677686
3843,"P60868","Rps20","40S ribosomal protein S20",9.94888245211655,13372.71444,-0.395798319327731
3844,"P60892","Prps1","Ribose-phosphate pyrophosphokinase 1",6.54136834321176,34834.23164,0.0333333333333333
3845,"P60901","Psma6","Proteasome subunit alpha type-6",6.39287890526789,27399.45074,-0.177642276422764
3846,"P61023","Chp1","Calcineurin B homologous protein 1",4.97130439420212,22432.12384,-0.626153846153846
3847,"P61078;P62839","Ube2d2;Ube2d3","Ubiquitin-conjugating enzyme E2 D3",7.84647315663399,16711.20784,-0.348979591836735
3848,"P61107","Rab14","Ras-related protein Rab-14",5.8610772165411,23926.97334,-0.410697674418605
3849,"P61131","St3gal4","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",9.26693929857582,38043.31034,-0.123423423423423
3850,"P61149","Fgf1","Fibroblast growth factor 1",6.57667915604062,17417.62524,-0.619354838709677
3851,"P61203","Cops2","COP9 signalosome complex subunit 2",5.35667576312123,51596.68614,-0.634762979683973
3852,"P61206;P84079","Arf1;Arf3","ADP-ribosylation factor 3",6.70004074036396,20648.76704,-0.254419889502762
3853,"P61212","Arl1","ADP-ribosylation factor-like protein 1",5.64302792512361,20411.56644,-0.0712707182320442
3854,"P61227","Rap2b","Ras-related protein Rap-2b",4.72869328694427,20504.35814,-0.202185792349727
3855,"P61314","Rpl15","60S ribosomal protein L15",11.6158219175304,24146.07274,-0.930392156862745
3856,"P61354","Rpl27","60S ribosomal protein L27",10.561886226959,15797.72274,-0.644117647058823
3857,"P61480","Wdr12","Ribosome biogenesis protein WDR12",5.56320872770104,47562.80804,-0.359338061465721
3858,"P61515","Rpl37a-ps1","Putative 60S ribosomal protein L37a",10.4416016820493,10275.25484,-0.445652173913043
3859,"P61589","Rhoa","Transforming protein RhoA",5.84113970884182,21782.15534,-0.366321243523316
3860,"P61621","Sec61a1","Protein transport protein Sec61 subunit alpha isoform 1",8.32208428247086,52264.73614,0.56281512605042
3861,"P61751","Arf4","ADP-ribosylation factor 4",6.80673269472297,20396.62894,-0.0838888888888889
3862,"P61765","Stxbp1","Syntaxin-binding protein 1",6.5136084621323,67568.71364,-0.40993265993266
3863,"P61805","Dad1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",6.74346404732364,12496.71744,0.824778761061947
3864,"P61954","Gng11","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11",5.47282170349967,8480.77244,-0.978082191780822
3865,"P61972","Nutf2","Nuclear transport factor 2",5.0978414944922,14478.48364,-0.200787401574803
3866,"P61980","Hnrnpk","Heterogeneous nuclear ribonucleoprotein K",5.39235016426901,50976.24674,-0.70475161987041
3867,"P61983","Ywhag","14-3-3 protein gamma",4.80079049666451,28302.59014,-0.680161943319838
3868,"P62025","Phactr2","Phosphatase and actin regulator 2",5.55123538675206,62201.10254,-0.965202108963093
3869,"P62074","Timm10","Mitochondrial import inner membrane translocase subunit Tim10",5.90962134653258,10332.95024,-0.648888888888889
3870,"P62076","Timm13","Mitochondrial import inner membrane translocase subunit Tim13",8.45036604747428,10457.94034,-0.526315789473684
3871,"P62078","Timm8b","Mitochondrial import inner membrane translocase subunit Tim8 B",5.02260531697798,9286.48844,-0.366265060240964
3872,"P62083","Rps7","40S ribosomal protein S7",10.0928870339036,22126.85324,-0.458762886597938
3873,"P62138","Ppp1ca","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit",5.94912422567935,37512.07854,-0.301212121212121
3874,"P62142","Ppp1cb","Serine/threonine-protein phosphatase PP1-beta catalytic subunit",5.85092830945111,37186.83424,-0.242813455657492
3875,"P62193","Psmc1","26S proteasome regulatory subunit 4",5.8715011164092,49184.51444,-0.5425
3876,"P62198","Psmc5","26S proteasome regulatory subunit 8",7.24896719025023,45626.00914,-0.321674876847291
3877,"P62243","Rps8","40S ribosomal protein S8",10.3213648288534,24205.18594,-1.02019230769231
3878,"P62246","Rps15a","40S ribosomal protein S15a",10.1439464072476,14839.50894,-0.12
3879,"P62250","Rps16","40S ribosomal protein S16",10.2135390706664,16445.31634,-0.444520547945206
3880,"P62255","Ube2g1","Ubiquitin-conjugating enzyme E2 G1",5.17596011034543,19509.21104,-0.553529411764706
3881,"P62260","Ywhae","14-3-3 protein epsilon",4.63263978480442,29173.89604,-0.54
3882,"P62268","Rps23","40S ribosomal protein S23",10.5010316127089,15807.55424,-0.518881118881119
3883,"P62271","Rps18","40S ribosomal protein S18",10.9878114752553,17718.67524,-0.709868421052632
3884,"P62275","Rps29","40S ribosomal protein S29",10.1651086545658,6676.76524,-0.773214285714286
3885,"P62278","Rps13","40S ribosomal protein S13",10.5310545126971,17222.30664,-0.454304635761589
3886,"P62282","Rps11","40S ribosomal protein S11",10.3144220548333,18430.72704,-0.606962025316456
3887,"P62329","Tmsb4x","Thymosin beta-4",5.02433839200707,5052.65494,-1.62045454545455
3888,"P62332","Arf6","ADP-ribosylation factor 6",9.03915525788041,20082.15734,-0.364571428571429
3889,"P62425","Rpl7a","60S ribosomal protein L7a",10.6122429687735,29995.62424,-0.546992481203007
3890,"P62483","Kcnab2","Voltage-gated potassium channel subunit beta-2",9.1068270760113,41021.26544,-0.269209809264305
3891,"P62489","Polr2g","DNA-directed RNA polymerase II subunit RPB7",5.32803022578021,19294.32354,0.0674418604651163
3892,"P62501","Tsc22d1","TSC22 domain family protein 1",5.51343579368359,106786.38114,-0.315619047619048
3893,"P62628","Dynlrb1","Dynein light chain roadblock-type 1",6.79997148234717,10989.67814,-0.391666666666667
3894,"P62630","Eef1a1","Elongation factor 1-alpha 1",9.10415254051063,50113.83674,-0.251515151515152
3895,"P62632","Eef1a2","Elongation factor 1-alpha 2",9.1107694918308,50454.16054,-0.3
3896,"P62634","Cnbp","CCHC-type zinc finger nucleic acid binding protein",8.02853514602922,19462.70274,-0.849717514124294
3897,"P62703","Rps4x","40S ribosomal protein S4, X isoform",10.161789871135,29597.72734,-0.329657794676806
3898,"P62718","Rpl18a","60S ribosomal protein L18a",10.7247257720294,20732.33024,-0.664772727272727
3899,"P62744","Ap2s1","AP-2 complex subunit sigma",5.81204117212006,17017.70184,-0.052112676056338
3900,"P62749","Hpcal1","Hippocalcin-like protein 1",5.32118774091996,22338.23904,-0.617616580310881
3901,"P62752","Rpl23a","60S ribosomal protein L23a",10.4417814068135,17695.06334,-0.726282051282051
3902,"P62755","Rps6","40S ribosomal protein S6",10.8500912240493,28680.64194,-0.945381526104418
3903,"P62775","Mtpn","Myotrophin",5.27757560663039,12860.77224,-0.223728813559322
3904,"P62804","H4c16","Histone H4",11.362873111616,11367.34444,-0.521359223300971
3905,"P62815","Atp6v1b2","V-type proton ATPase subunit B, brain isoform",5.57116949271277,56550.80244,-0.176125244618395
3906,"P62828","Ran","GTP-binding nuclear protein Ran",7.16834842233587,24423.10534,-0.265740740740741
3907,"P62832","Rpl23","60S ribosomal protein L23",10.5058822565421,14865.44394,-0.193571428571429
3908,"P62836","Rap1a","Ras-related protein Rap-1A",6.58071829389275,20987.17984,-0.375
3909,"P62845","Rps15","40S ribosomal protein S15",10.3909055634571,17040.09974,-0.71448275862069
3910,"P62850","Rps24","40S ribosomal protein S24",10.7914681298892,15423.19004,-0.994736842105263
3911,"P62853","Rps25","40S ribosomal protein S25",10.116288699964,13742.13034,-0.8608
3912,"P62856","Rps26","40S ribosomal protein S26",11.0080071282059,13015.42134,-0.66
3913,"P62859","Rps28","40S ribosomal protein S28",10.6973464218075,7841.02664,-0.594202898550725
3914,"P62864","Fau","40S ribosomal protein S30",12.149975257363,6647.85894,-1.35762711864407
3915,"P62870","Elob","Elongin-B",4.87541995025454,13169.86624,-0.552542372881356
3916,"P62890","Rpl30","60S ribosomal protein L30",9.65435195578621,12784.05054,-0.294782608695652
3917,"P62893","Rpl39","60S ribosomal protein L39",12.5519403671895,6406.67784,-1.45098039215686
3918,"P62898","Cycs","Cytochrome c, somatic",9.61236805783959,11605.43704,-0.757142857142857
3919,"P62902","Rpl31","60S ribosomal protein L31",10.5409780088436,14462.86194,-0.8144
3920,"P62907","Rpl10a","60S ribosomal protein L10a",9.93972017843176,24831.30814,-0.408294930875576
3921,"P62909","Rps3","40S ribosomal protein S3",9.68166847107124,26674.28854,-0.153086419753086
3922,"P62912","Rpl32","60S ribosomal protein L32",11.3239995494312,15859.80234,-0.767407407407407
3923,"P62914","Rpl11","60S ribosomal protein L11",9.63956002857187,20252.38744,-0.533707865168539
3924,"P62916","Gtf2b","Transcription initiation factor IIB",8.67382147563319,34818.89504,-0.269620253164557
3925,"P62919","Rpl8","60S ribosomal protein L8",11.0351531716141,28024.65594,-0.527626459143969
3926,"P62944","Ap2b1","AP-2 complex subunit beta",5.22148337189555,104552.56514,-0.0948772678762007
3927,"P62959","Hint1","Adenosine 5'-monophosphoramidase HINT1",6.38704650529532,13776.89804,-0.153968253968254
3928,"P62961","Ybx1","Y-box-binding protein 1",9.87507829297506,35729.95534,-1.47701863354037
3929,"P62963","Pfn1","Profilin-1",8.4900635145747,14957.21504,0.0314285714285714
3930,"P62966","Crabp1","Cellular retinoic acid-binding protein 1",5.26641371364709,15591.59964,-0.51970802919708
3931,"P62982","Rps27a","Ubiquitin-40S ribosomal protein S27a",9.67786780281156,17950.89144,-0.858333333333333
3932,"P62994","Grb2","Growth factor receptor-bound protein 2",5.89657531526016,25206.35324,-0.667741935483871
3933,"P62997","Tra2b","Transformer-2 protein homolog beta",11.247562884954,33665.67664,-1.61701388888889
3934,"P63004","Pafah1b1","Platelet-activating factor acetylhydrolase IB subunit alpha",7.03308180966692,46670.02844,-0.513658536585366
3935,"P63014","Prrx1","Paired mesoderm homeobox protein 1",9.48234918898069,27269.38254,-0.779183673469388
3936,"P63018","Hspa8","Heat shock cognate 71 kDa protein",5.36919872013993,70871.06674,-0.451857585139319
3937,"P63025","Vamp3","Vesicle-associated membrane protein 3",8.70357609080707,11480.26144,-0.0330097087378641
3938,"P63029","Tpt1","Translationally-controlled tumor protein",4.76234377978496,19462.16944,-0.361046511627907
3939,"P63031","Mpc1","Mitochondrial pyruvate carrier 1",9.66891529290347,12454.60014,-0.0238532110091743
3940,"P63035","Cyth2","Cytohesin-2",5.49125269012642,46571.11144,-0.65225
3941,"P63036","Dnaja1","DnaJ homolog subfamily A member 1",6.69192553387373,44868.17994,-0.728715365239295
3942,"P63039","Hspd1","60 kDa heat shock protein, mitochondrial",5.91868622710908,60955.49044,-0.0849912739965096
3943,"P63045","Vamp2","Vesicle-associated membrane protein 2",8.07425478060487,12690.78384,0.0043103448275862
3944,"P63074","Eif4e","Eukaryotic translation initiation factor 4E",5.79640757535026,25053.20024,-0.685253456221198
3945,"P63086","Mapk1","Mitogen-activated protein kinase 1",6.52618276735701,41275.60464,-0.293296089385475
3946,"P63088","Ppp1cc","Serine/threonine-protein phosphatase PP1-gamma catalytic subunit",6.13939410298767,36983.78864,-0.248297213622291
3947,"P63090","Ptn","Pleiotrophin",9.66242924638837,18868.90614,-0.917857142857143
3948,"P63095","Gnas","Guanine nucleotide-binding protein G(s) subunit alpha isoforms short",5.69397738162785,45663.59864,-0.597208121827411
3949,"P63100","Ppp3r1","Calcineurin subunit B type 1",4.63806332443129,19299.90794,-0.384705882352941
3950,"P63102","Ywhaz","14-3-3 protein zeta/delta",4.72637235926487,27771.14244,-0.63469387755102
3951,"P63140","Nfyb","Nuclear transcription factor Y subunit beta",4.46498798764927,22787.22284,-0.490821256038647
3952,"P63149","Ube2b","Ubiquitin-conjugating enzyme E2 B",4.91273610031708,17312.35564,-0.649342105263158
3953,"P63155","Crnkl1","Crooked neck-like protein 1",6.54970284963093,83415.70544,-0.857101449275362
3954,"P63170","Dynll1","Dynein light chain 1, cytoplasmic",7.06934814419817,10365.88104,-0.448314606741573
3955,"P63174","Rpl38","60S ribosomal protein L38",10.0983347570037,8217.88804,-0.751428571428571
3956,"P63245","Rack1","Receptor of activated protein C kinase 1",7.72427197341176,35076.72764,-0.251419558359621
3957,"P63249","Pkia","cAMP-dependent protein kinase inhibitor alpha",4.42301152150506,7960.47354,-0.747368421052632
3958,"P63255","Crip1","Cysteine-rich protein 1",8.8978414806188,8549.81364,-0.842857142857143
3959,"P63269","Actg2","Actin, gamma-enteric smooth muscle",5.30862708222806,41876.87604,-0.218617021276596
3960,"P63281","Ube2i","SUMO-conjugating enzyme UBC9",8.87463219434557,18006.82194,-0.532911392405063
3961,"P63301","Selenow","Selenoprotein W",8.95068645568947,9687.19644,-0.0954545454545455
3962,"P63312","Tmsb10","Thymosin beta-10",5.31755784612593,5025.67564,-1.30909090909091
3963,"P63322","Rala","Ras-related protein Ral-A",6.85082128567907,23552.76774,-0.620873786407767
3964,"P63324","Rps12","40S ribosomal protein S12",6.98962990447004,14524.95624,-0.177272727272727
